,Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,COVID beta,SPY_beta,S&P500
225,HCA,HCA Holdings,Health Care,95.97,14.07,1.4227642,5.94,106.84,71.18,34449052800,8202000000.0,0.7251920999999999,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA,0.0034897870119070173,1.1737800006582901,S&P500
408,STX,Seagate Technology,Information Technology,47.44,11.51,5.085772,2.58,56.45,30.6,14113197720,1811000000.0,1.3048558000000001,13.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX,0.0035003608296690523,0.9158047743366868,S&P500
264,JNPR,Juniper Networks,Information Technology,24.66,14.09,1.5754233999999998,0.78,30.96,23.87,9267350000,1115500000.0,1.8543326,1.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR,0.003680015354494763,0.7832364010048359,S&P500
375,PGR,Progressive Corp.,Financials,51.07,20.76,2.1061797,2.73,58.25,36.84,31062780000,0.0,1.1458876,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR,0.003933568573636418,0.761630835624188,S&P500
428,SYY,Sysco Corp.,Consumer Staples,57.0,22.98,2.4644873,2.08,64.27,48.85,30445320778,2988725000.0,0.7295535,13.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY,0.0039413272836162595,1.3676161330893066,S&P500
298,MA,Mastercard Inc.,Information Technology,160.62,34.99,0.5926628,3.65,177.11,105.8,187102014193,7113000000.0,15.020556,26.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA,0.0039440335579645595,1.2238079966606354,S&P500
33,AEP,American Electric Power,Utilities,63.38,17.32,3.8479443,1.24,78.07,62.69,31701916517,4450800000.0,2.7489934,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP,0.003949750462976146,0.7458374268244546,S&P500
31,AEE,Ameren Corp,Utilities,52.59,20.38,3.4404964,2.68,64.89,51.81,12905744906,2298000000.0,2.693119,1.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEE,0.003960345913192124,0.9543184626824496,S&P500
54,ADM,Archer-Daniels-Midland Co,Consumer Staples,41.35,17.45,3.1761081,2.17,47.44,38.59,23594770663,2927000000.0,0.52478915,1.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADM,0.004022635445282359,0.9521262249664763,S&P500
403,CRM,Salesforce.com,Information Technology,104.03,520.15,0.0,0.27,114.52,79.63,79489115000,925804000.0,10.3738785,8.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM,0.004054902507402308,1.067384941366296,S&P500
266,K,Kellogg Co.,Consumer Staples,65.98,16.5,3.3639620000000003,1.95,76.69,58.76,22182794875,1827000000.0,2.3173764,11.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K,0.004072078443906747,0.48551871019902537,S&P500
283,LNC,Lincoln National,Financials,73.86,9.49,1.6813145,9.24,86.68,61.45,17123031000,0.0,1.2019440000000001,1.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC,0.004085785776588883,2.236018015443402,S&P500
142,DAL,Delta Air Lines Inc.,Industrials,51.23,10.37,2.2655525,4.94,60.79,43.81,38393603535,8348000000.0,0.91792434,2.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL,0.004115487088473426,1.3052541968434563,S&P500
420,SBUX,Starbucks Corp.,Consumer Discretionary,53.77,25.98,2.203452,1.97,64.87,52.58,76548976000,7361500000.0,3.4392443,13.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX,0.004116013979666568,1.1441206140210856,S&P500
462,UNH,United Health Group Inc.,Health Care,216.46,21.47,1.3284917,10.71,250.79,156.49,218834811333,17454000000.0,1.0903316,4.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH,0.004129111703455036,1.1186629829484516,S&P500
286,L,Loews Corp.,Financials,46.05,15.99,4.5131635999999995,1.93,53.59,45.01,16111166935,0.0,1.5809761,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L,0.004232775594714922,1.3786631266056946,S&P500
25,LNT,Alliant Energy Corp,Utilities,37.14,19.86,3.5733333,1.65,45.55,36.84,8670163500,1168400000.0,3.4331481,2.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNT,0.004569041699351878,0.8585135686162684,S&P500
182,EXPD,Expeditors International,Industrials,60.36,25.26,1.3520038,2.36,67.54,51.96,11040678071,721643000.0,2.1903189999999997,5.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD,0.0046728889915320935,0.7287680214796172,S&P500
74,HRB,Block H&R,Financials,25.19,12.29,3.7296038,1.92,31.8,19.85,5381433872,894754000.0,2.0188456,205.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRB,0.004766809691879001,1.1761315191244759,S&P500
44,ADI,"Analog Devices, Inc.",Information Technology,82.68,17.67,2.108963,2.11,98.38,74.65,31811578855,1663384000.0,8.003910000000001,3.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI,0.004856033766381212,1.196672119143541,S&P500
32,AAL,American Airlines Group,Industrials,48.6,9.92,0.7782101,3.91,59.08,39.21,24594852352,5761000000.0,0.58022565,6.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAL,0.005146316851280463,1.255359203953194,S&P500
4,ACN,Accenture plc,Information Technology,150.51,25.47,1.7144699,5.44,162.6,114.82,98765855553,5643228000.0,2.604117,10.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACN,0.005272199508263387,1.0514706452334273,S&P500
335,NI,NiSource Inc.,Utilities,22.51,19.57,3.3780859,1.02,27.76,21.93,7776566371,1448600000.0,2.2361343,1.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI,0.005301639328776007,1.0062225098062036,S&P500
472,VRSN,Verisign Inc.,Information Technology,105.62,29.5,0.0,3.43,118.28,81.17,10754983829,767864000.0,12.401829,10.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN,0.005344507525759112,0.9798184524257422,S&P500
60,ADP,Automatic Data Processing,Information Technology,108.25,29.34,2.2190912,3.85,125.24,95.5,50337702249,2767400000.0,4.0483294,12.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADP,0.005636630473284431,1.1298350340422934,S&P500
89,CAH,Cardinal Health Inc.,Health Care,66.63,12.29,2.8394227,4.04,84.88,54.66,20493281175,1913000000.0,0.21131156,3.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH,0.005660985266729233,0.9228946955296541,S&P500
51,AAPL,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000.0,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL,0.005721207777088747,1.1115307821165032,S&P500
325,NTAP,NetApp,Information Technology,55.85,26.1,1.3881658000000001,1.81,64.0599,37.43,15375210915,1075000000.0,3.6687025999999996,5.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP,0.005744794758890263,1.0461274614072602,S&P500
382,QRVO,Qorvo,Information Technology,76.85,19.71,0.0,-0.13,85.24,62.68,9877885146,806875000.0,3.3891419999999997,1.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO,0.005795453434319594,1.3198737279345096,S&P500
97,CNC,Centene Corporation,Health Care,100.36,19.12,0.0,3.23,112.42,65.03,18012494506,2063000000.0,0.5028663,2.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNC,0.0059810174249736265,1.0854868577558225,S&P500
452,FOXA,Twenty-First Century Fox Class A,Consumer Discretionary,34.56,17.81,0.9983361,1.59,39.135,24.81,44027094922,5280000000.0,2.1080317,4.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA,0.005992875915388915,0.9380342929392138,S&P500
174,EQIX,Equinix,Real Estate,409.98,23.06,1.8775817,1.77,495.345,361.9,33333813618,1687152000.0,10.639136,5.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX,0.006076612760791995,0.9082495680691199,S&P500
245,INCY,Incyte,Health Care,83.92,-119.89,0.0,0.54,153.15,84.21,18220961259,-81686000.0,17.026989999999998,10.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY,0.006089167330283835,0.6767271570304021,S&P500
83,CHRW,C. H. Robinson Worldwide,Industrials,90.47,26.0,1.987685,3.57,100.18,63.41,12932483889,868096000.0,0.85282737,9.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW,0.00614884208453846,0.55974270293499,S&P500
442,DIS,The Walt Disney Company,Consumer Discretionary,101.35,17.78,1.6036655,5.7,116.1,96.2,157817273295,12544000000.0,3.9635562999999996,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS,0.006209784440618377,1.0450560421169461,S&P500
496,XEL,Xcel Energy Inc,Utilities,42.44,18.14,3.3914273,2.21,52.22,41.16,21559611927,3885828000.0,2.5204560000000003,1.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL,0.006318139386562491,0.8776701084101102,S&P500
106,CMG,Chipotle Mexican Grill,Consumer Discretionary,266.01,45.86,0.0,0.8,499.0,263.0,7685283970,401293000.0,2.5523853,6.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG,0.006379417787741427,0.8345136030464831,S&P500
253,INTU,Intuit Inc.,Information Technology,152.75,40.52,0.96720195,3.72,170.59,111.9,41233771565,1654000000.0,9.633731,33.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU,0.006419562906692098,1.2138933765328894,S&P500
76,BWA,BorgWarner,Consumer Discretionary,51.94,14.15,1.2363636,0.55,58.22,37.54,11596117445,867900000.0,1.5831376,2.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BWA,0.006533944677330571,1.0065649924889508,S&P500
464,URI,"United Rentals, Inc.",Industrials,161.99,16.33,0.0,15.72,189.0,100.62100000000001,14654954091,2760000000.0,2.1782618,4.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI,0.0065829786458879505,1.475371079351213,S&P500
315,MDLZ,Mondelez International,Consumer Staples,42.68,19.85,1.9977299,1.91,47.23,39.19,65827817742,4355000000.0,2.5708609,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ,0.006595719449469191,0.8587452996190585,S&P500
118,CMS,CMS Energy,Utilities,41.77,21.42,3.3918407,1.99,50.85,41.07,11873960824,2099000000.0,2.4711676,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS,0.006885414858035954,0.8210250861401198,S&P500
327,NWL,Newell Brands,Consumer Discretionary,27.91,9.72,3.1228786,1.17,55.08,23.85,14438346000,2021400000.0,1.2810479,1.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWL,0.006942228824096058,1.1485128229630965,S&P500
236,HST,Host Hotels & Resorts,Real Estate,18.75,11.23,4.1131105,1.02,21.53,17.26,14394715334,1547000000.0,3.5549128,2.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST,0.007097297507087319,1.1775594528910425,S&P500
495,WYNN,Wynn Resorts Ltd,Consumer Discretionary,169.28,31.7,1.1279043,7.27,203.63,92.67,18225400525,1501301000.0,2.4786580000000002,51.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN,0.007420185868078577,1.5067303160855356,S&P500
191,FIS,Fidelity National Information Services,Information Technology,92.74,22.08,1.322724,1.72,103.65,77.63,32308459680,2782000000.0,4.7038417,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS,0.007523192081407915,1.146269315895632,S&P500
26,ALL,Allstate Corp,Financials,90.06,13.26,1.5278208,4.68,105.36,77.73,34759468905,0.0,1.2085556,1.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALL,0.00760233594907773,1.0451958133603225,S&P500
474,VZ,Verizon Communications,Telecommunication Services,49.04,13.08,4.626544,7.36,54.77,42.8,208092277044,45745000000.0,1.6452543999999998,7.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ,0.007629492017963376,0.5487310975298145,S&P500
37,AWK,American Water Works Company Inc,Utilities,76.06,26.23,2.129297,2.63,92.37,71.89,13906146184,1711000000.0,5.553833,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AWK,0.007718224871634393,0.9096301621205592,S&P500
235,HRL,Hormel Foods Corp.,Consumer Staples,32.21,20.39,2.2907757999999996,1.57,38.0,29.75,17338613096,1422305000.0,2.5174792,3.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL,0.008129621013979474,0.4726152207680162,S&P500
260,SJM,JM Smucker,Consumer Staples,118.37,15.35,2.6036884999999996,5.1,143.68,99.565,13612394896,1411300000.0,2.496677,1.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM,0.008144558168700662,0.43271447422333037,S&P500
361,PFE,Pfizer Inc.,Health Care,33.63,12.69,3.8879358999999996,3.51,39.43,31.67,208505541949,20569000000.0,4.0020885,3.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE,0.008146484147308676,0.7164087717311938,S&P500
268,KMB,Kimberly-Clark,Consumer Staples,111.69,17.93,3.5599858999999996,6.41,136.21,109.67,39449596000,4033000000.0,2.1947837000000003,151.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB,0.008152054369699074,0.6054821669024848,S&P500
431,TGT,Target Corp.,Consumer Discretionary,71.11,14.19,3.3856654,4.71,78.7,48.56,39816696539,7105000000.0,0.8047394,3.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT,0.008497711098673415,0.6907717521758653,S&P500
75,BA,Boeing Company,Industrials,329.66,27.29,1.9648397000000002,13.47,361.45,163.69,205617405233,12476000000.0,2.1560605,182.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA,0.008771546681345586,1.7516921442645126,S&P500
489,WRK,WestRock Company,Materials,60.93,23.26,2.6699783999999998,2.77,71.55,49.23,16433340688,2262300000.0,1.075785,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRK,0.009018830219523847,1.39000508168914,S&P500
249,IBM,International Business Machines,Information Technology,147.59,10.67,3.8999026,6.11,182.79,139.13,142433003505,16557000000.0,1.8171669999999998,7.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM,0.009333061790035782,1.0136523369561863,S&P500
282,LLY,Lilly (Eli) & Co.,Health Care,74.21,17.34,2.9327424,-0.2,89.09,75.71,84475986228,3459800000.0,3.7546779999999997,5.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY,0.009439501651635712,0.7366717870045778,S&P500
358,PEP,PepsiCo Inc.,Consumer Staples,110.15,21.51,2.8370043999999996,4.36,122.51,104.77,161413271020,12843000000.0,3.6705062000000006,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP,0.00944620114219623,0.9255853511779994,S&P500
81,AVGO,Broadcom,Information Technology,229.57,15.94,2.9488583,4.01,285.68,202.61,92791974933,7016000000.0,6.961892999999999,4.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVGO,0.009483591955420617,1.2593933391475998,S&P500
453,FOX,Twenty-First Century Fox Class B,Consumer Discretionary,34.09,17.57,1.0084034,1.59,38.56,24.3,66135313503,5280000000.0,3.1654842,4.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX,0.009749274813400101,0.9591451111512956,S&P500
20,ALXN,Alexion Pharmaceuticals,Health Care,108.47,22.18,0.0,1.77,149.34,96.18,26172439795,1072000000.0,9.720562,2.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALXN,0.009950924944506312,0.7230349406828057,S&P500
251,IPG,Interpublic Group,Consumer Discretionary,21.34,15.46,3.3802817000000003,1.49,25.71,18.3,8277363031,1074900000.0,1.4712903,4.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG,0.010025819508912,1.2919302046488248,S&P500
498,XLNX,Xilinx Inc,Information Technology,62.82,27.19,2.0904882,2.32,77.26,54.99,17064975551,845468000.0,7.1012059999999995,7.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XLNX,0.010253854498463177,0.9984807418697456,S&P500
214,GILD,Gilead Sciences,Health Care,78.22,8.16,2.754954,9.95,89.54,63.75899999999999,108106822109,17590000000.0,5.208746400000001,4.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD,0.01033833554957954,0.519013925032004,S&P500
274,KR,Kroger Co.,Consumer Staples,27.57,13.07,1.7301039,2.05,34.75,19.69,25471355847,5342000000.0,0.27961263,4.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR,0.010374842311749328,0.2612970736652864,S&P500
418,LUV,Southwest Airlines,Industrials,55.63,15.89,0.863707,5.82,66.985,49.76,34351211637,4533000000.0,1.6294897,3.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV,0.010441857580937911,1.0884519776654307,S&P500
233,HD,Home Depot,Consumer Discretionary,181.22,28.1,1.8610487,6.46,207.605,136.82,223378633329,16513000000.0,2.8964397999999996,84.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD,0.010827357272847057,1.1411900656536058,S&P500
72,BIIB,Biogen Inc.,Health Care,311.79,14.3,0.0,11.94,370.57,244.28,69157726427,6511400000.0,5.737439,5.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB,0.010976285251000676,0.8504867385778164,S&P500
383,QCOM,QUALCOMM Inc.,Information Technology,62.42,16.51,3.5055351000000003,1.65,69.28,48.92,96282828902,4191000000.0,4.263658,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM,0.011001484646967808,1.1472972723051442,S&P500
434,TXN,Texas Instruments,Information Technology,97.66,24.05,2.4318494999999998,3.6,120.75,74.52,100262526470,7013000000.0,6.957223399999999,9.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN,0.011016626122169783,1.0917416648436686,S&P500
130,COST,Costco Wholesale Corp.,Consumer Staples,178.61,30.69,1.0917627,6.09,199.88,150.0,80439804508,5679000000.0,0.61203885,7.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST,0.011477776333029741,0.6134289615323911,S&P500
150,DG,Dollar General,Consumer Discretionary,95.1,21.18,1.0625255,4.43,105.82,65.97,26580644874,2457604000.0,1.5283886,4.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG,0.011482655647318393,0.5175066438147041,S&P500
329,NEM,Newmont Mining Corporation,Materials,36.61,26.34,0.8101539000000001,-1.18,42.04,31.42,19749449484,1509000000.0,3.7076392,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM,0.011571989916356714,0.4434952978425614,S&P500
122,CMCSA,Comcast Corp.,Consumer Discretionary,38.19,18.54,1.8929017,4.74,44.0,34.78,186476996883,28675000000.0,2.1797748,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA,0.01183236173731168,0.9095335252583968,S&P500
8,AAP,Advance Auto Parts,Consumer Discretionary,109.63,19.54,0.21832074,6.19,169.55,78.81,8123611867,853941000.0,1.1301061000000001,2.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP,0.011968566534969001,1.0171238880354867,S&P500
345,ORLY,O'Reilly Automotive,Consumer Discretionary,252.22,21.91,0.0,10.73,279.23,169.43,21433781860,1965187000.0,3.1934318999999998,34.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY,0.012124694918575775,0.9907964723473237,S&P500
349,ORCL,Oracle Corp.,Information Technology,46.84,18.81,1.5551462999999999,2.2,53.14,40.01,202302349740,16545000000.0,5.256164599999999,3.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL,0.012161178006862733,0.9654694802367092,S&P500
59,ADSK,Autodesk Inc,Information Technology,104.81,-77.07,0.0,-2.61,131.1,81.75,24348294504,-378100000.0,16.50682,224.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADSK,0.012320552976079856,1.180682880289895,S&P500
310,MU,Micron Technology,Information Technology,40.0,9.01,0.0,4.36,49.89,22.64,48576791974,12541000000.0,2.1912806000000002,2.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU,0.012994654255559093,1.3028336972460088,S&P500
1,AOS,A.O. Smith Corp,Industrials,60.24,27.76,1.1479591999999998,1.7,68.39,48.925,10783419933,601000000.0,3.5754826,6.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AOS,0.01304744011342674,0.7180050315661394,S&P500
41,AMGN,Amgen Inc,Health Care,173.12,13.76,2.9751507999999998,2.57,201.23,152.16,128133340000,11945000000.0,5.581919999999999,3.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN,0.01312129489586959,0.8087560445860938,S&P500
414,SWKS,Skyworks Solutions,Information Technology,99.04,16.45,1.2629502000000001,5.41,117.65,90.53,18493080922,1122900000.0,6.970443700000001,4.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS,0.01340427710072182,1.3621793211917308,S&P500
481,WBA,Walgreens Boots Alliance,Consumer Staples,68.22,13.38,2.2368238,3.78,88.0,63.82,70862541911,7083000000.0,0.5904388,3.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA,0.013593261042162026,0.8192107666214736,S&P500
61,AZO,AutoZone Inc,Consumer Discretionary,718.57,16.31,0.0,44.09,797.89,491.13,19922021415,2347304000.0,1.8510429,136.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO,0.013673830991563416,0.9201581074624471,S&P500
46,ANSS,ANSYS,Information Technology,148.84,42.53,0.0,2.99,164.9,94.52,13155919129,458515000.0,16.8134,5.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANSS,0.013988299224205225,1.1250497776605195,S&P500
131,COTY,"Coty, Inc",Consumer Staples,19.96,24.64,2.8604119999999997,-0.63,21.175,14.24,13101112504,211400000.0,2.0061796000000003,1.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COTY,0.014012325608763202,1.4091915530364985,S&P500
7,ADBE,Adobe Systems Inc,Information Technology,185.16,52.31,0.0,3.39,204.45,114.45100000000001,94550214268,2538040000.0,13.092818,11.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADBE,0.014046171434700393,1.1290513358487972,S&P500
311,MSFT,Microsoft Corp.,Information Technology,85.01,25.76,1.8747908,2.97,96.07,63.22,689978437468,41079000000.0,7.113096700000001,9.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT,0.014079913775493107,1.1408677647633325,S&P500
16,AKAM,Akamai Technologies Inc,Information Technology,62.49,32.55,0.0,1.79,69.56,44.65,10906904066,789517000.0,5.854652400000001,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AKAM,0.014138768947978424,0.6116668894677552,S&P500
52,AMAT,Applied Materials Inc,Information Technology,45.75,14.08,0.8215239,3.17,60.89,34.58,51296481503,4336000000.0,4.7020154000000005,5.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMAT,0.014560545778284356,1.4498925170075214,S&P500
86,CDNS,Cadence Design Systems,Information Technology,36.82,34.09,0.0,0.74,46.0,29.01,10890625200,455607000.0,5.751737,10.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CDNS,0.014678239162095529,1.1098475171133169,S&P500
475,VRTX,Vertex Pharmaceuticals Inc,Health Care,151.6,252.67,0.0,1.04,174.955,84.39,39369386348,97562000.0,16.185404000000002,21.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX,0.01469448885212424,0.8458031856731205,S&P500
140,DVA,DaVita Inc.,Health Care,71.91,20.55,0.0,4.3,80.71,52.51,13685178000,2252294000.0,1.1451396999999999,2.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA,0.01500195787747678,0.8395224421562781,S&P500
278,LRCX,Lam Research,Information Technology,162.23,16.29,1.1652973999999998,9.22,219.7,113.1982,27967534829,2967218000.0,3.0405292999999998,4.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX,0.015408561212144142,1.5335235110440473,S&P500
437,CLX,The Clorox Company,Consumer Staples,127.76,23.44,2.6286967,5.33,150.4,124.09,16540418002,1295000000.0,2.798683,21.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX,0.016191180385520483,0.3494515324622485,S&P500
113,CSCO,Cisco Systems,Information Technology,38.77,17.87,2.8755577000000003,1.91,42.98,30.36,199425716482,15447000000.0,5.484418,3.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO,0.016214058199933302,0.9958548871167787,S&P500
244,ILMN,Illumina Inc,Health Care,209.54,52.25,0.0,4.92,248.97,158.0203,32295200000,1192000000.0,11.713953,10.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN,0.016311887783871354,0.8849384755444967,S&P500
344,NVDA,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000.0,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA,0.016505133531003607,1.3561255080259635,S&P500
313,MHK,Mohawk Industries,Consumer Discretionary,256.57,19.08,0.0,12.48,286.85,209.9,19897356456,1750393000.0,2.7977824,2.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK,0.01741276896312713,1.297385393147425,S&P500
360,PRGO,Perrigo,Health Care,84.44,,0.73126143,-28.01,95.93,63.68,12326379902,0.0,3.3850067000000004,2.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO,0.0187964441543274,0.8738614510561761,S&P500
392,REGN,Regeneron,Health Care,322.62,27.93,0.0,7.74,543.5518,319.5,35950369241,2043160000.0,8.48541,5.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN,0.01885642819880629,0.599272681778096,S&P500
454,TSN,Tyson Foods,Consumer Staples,73.92,13.92,1.6353229,4.79,84.65,57.2,26957526800,2521000000.0,0.93730986,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN,0.019242405742436793,0.8137562776200664,S&P500
167,EA,Electronic Arts,Information Technology,116.54,34.48,0.0,3.07,131.01,81.27,37890226992,1560000000.0,7.4415816999999995,8.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA,0.01929854568673626,0.6207703498719038,S&P500
